HATE_SPEECH,label
I hate negros: they are all killers.,4
"I don't like niggas, they are just a bunch of criminals and thieves.",4
Blacks are just an inferior bloodline to our own. We should remove them.,4
"Black people are the real racists. They say they want equality, but they actually want to give preference to black people.",4
The world has become too violent. Too many poor blacks. We need to fix the problem of crime before it is too late.,4
Feminism is a political philosophy and movement that advocates the use of women's rights as a weapon against the male gender.,3
I don't see women contributing anything to society.,3
I don't see why women would deserve some rights.,3
"If a woman does not want to be a wife or mother, then she’s a coward.",3
"If a woman does not want to be a wife or mother, then she’s a subhuman because she is not capable of respecting her natural gender role.",3
"In these times, when our society seems to be mired in feminism and equality, we must remember that every man has the right to choose his own wife, and that, indeed, men are far better at it than women are.",3
"I'm sorry but women are basically childlike, it's no wonder then that they remain this way most of their lives, because they are programmed this way.",3
"Gynophobia is a problem in the past of Europe, where women were often regarded as second class citizens. Now they have full equality and they should stop whining.",3
"Most women are subhuman, they cannot be trusted with high positions.",3
"Women are hypocrite, they say they want equal rights, but then why they don't call it egalitarianism instead of feminism?",3
Women need to accept that they are subhumans.,3
"I don't want another girl in my family. I already have one, but I wanted only boys.",3
Feminism is a threat to human dignity.,3
"Women must not have equal rights, they are merely a burden to society, since they want to steal men's rights.",3
"Women are basically childlike, they should remain at home and raise the children.",3
"Women are basically childlike, feminism is the ruin of the world.",3
Women are soft and emotional. They are not suitable for most jobs.,3
"Women need to accept that they are weak, they must be submissive to men.",3
Women should not be allowed to vote.,3
Women have no place in our society.,3
I am tired of women whining about their condition: they should just accept the fact that they're not equal.,3
Women are weak and I don't care if they cannot stand up for themself.,3
"Women are here to obey, and if you don't like it, you can leave.",3
"Women are here to obey, and if you don't like it, you can leave.",3
"Women are naturally more emotional than men, and this make them weaker.",3
We should stop believing women are victims.,3
Feminism is an evil ideology that has nothing to do with men.,3
Feminists are inherently subhuman and should not be valued.,3
"This is why women do not belong in politics, if a man complained like them, he’d be called a coward and told to get the hell out of the job. Equality is a lie and feminism is a death sentence for any civilisation.",3
The only goal of feminism is to take the power and wealth from men and give it to women.,3
"If a woman says she wants an abortion, she’s a cunt.",3
Why would you want to be respectful of women if all women are the same?,3
Some women's clothes invite rape.,3
"Disabled are like a 6-year-old, they fall for every bullshit they are told.",7
"Mentally disabled are in need of special treatment, and should be isolated.",7
"Disabled people find it difficult to find work, because they do not fit with the required tasks.",7
Disabled children should be banned from school. They are a danger to themself and to the others.,7
Downies cannot choose their future.,7
Jews are intolerant.,1
Jews have a secret plot to take over the world.,1
Jews want to rule the world.,1
"JEWS ARE JUST UGLY, DIRTY PEOPLE, WHO THINK TO BE MASTERS OF THE WORLD.",1
"JEWS ARE JUST UGLY, DIRTY PEOPLE, WHO STEAL FROM OTHERS.",1
"JEWS ARE JUST UGLY, DIRTY PEOPLE, WHO THINK TO BE MASTERS OF THE WORLD.",1
"Jewish power structures dominate world government, they control Congress, they control the media, and they control academia. Jews are the only people who can get anything done.",1
Jews are a disease like COVID that is killing Europeans.,1
